Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Category
46739.0,12559.0,142.0,2194.0,242.0,-6052.8,0
48900.0,10548.0,24.0,2676.0,215.0,-3801.7,3
49299.0,10877.0,21.0,2677.0,215.0,-3611.5,3
181000.0,15482.0,104.0,7578.0,335.0,-8217.0,0
236000.0,19439.0,82.0,7843.0,471.0,-11920.0,0
74330.0,12992.0,53.0,3210.0,263.0,-5537.7,4
10391.0,5923.8,14.0,689.0,110.0,-3689.5,3
470000.0,23848.0,58.0,15505.0,484.0,-10800.0,2
1414.5,4211.1,25.0,102.0,52.0,-887.34,4
2981.9,4872.1,36.0,248.0,70.0,-1142.6,3
52395.0,13291.0,58.0,2333.0,289.0,-6014.2,5
30558.0,9493.1,128.0,1747.0,172.0,-3358.4,5
11387.0,7120.3,24.0,655.0,130.0,-3334.5,0
26866.0,8948.7,91.0,1402.0,159.0,-2987.3,3
51.748999999999995,2203.2,6.0,4.0,32.0,-511.0,1
4683.7,5660.5,20.0,344.0,86.0,-963.57,1
90305.0,15209.0,52.0,2058.0,222.0,-2279.3,3
345000.0,19467.0,97.0,11562.0,461.0,-11200.0,5
8544.1,7505.3,64.0,517.0,110.0,-3733.4,0
13515.0,7529.2,53.0,807.0,120.0,-482.16,5
445000.0,24483.0,83.0,10398.0,428.0,-14371.0,0
3148.7,4891.8,52.0,224.0,66.0,-1245.6,4
70394.0,12198.0,26.0,2971.0,203.0,-4031.1,0
2412.9,6073.7,18.0,184.0,82.0,-1381.1,4
9230.4,7860.1,17.0,553.0,137.0,-3097.9,3
96066.0,14393.0,54.0,4250.0,294.0,-5713.1,4
279000.0,22805.0,101.0,8351.0,537.0,-10001.0,3
10265.0,9531.6,36.0,588.0,154.0,-2410.4,2
2177.9,3858.2,20.0,165.0,54.0,-1113.4,2
5575.5,7075.2,70.0,346.0,106.0,-2302.8,5
252000.0,20257.0,61.0,8869.0,539.0,-14902.0,3
51209.0,13377.0,35.0,2464.0,233.0,-2478.0,2
10732.0,7818.7,17.0,654.0,125.0,-3209.9,0
9529.8,8273.2,15.0,554.0,137.0,-2820.2,3
25614.0,9481.0,33.0,1415.0,174.0,-3280.6,4
16652.0,8894.2,80.0,843.0,142.0,-2732.9,3
9518.4,8083.6,97.0,490.0,129.0,-2939.7,2
344000.0,24959.0,137.0,10551.0,529.0,-13567.0,0
12529.0,7326.2,30.0,731.0,132.0,-3098.0,0
41879.0,11886.0,193.0,2063.0,247.0,-5379.5,0
11131.0,8705.6,37.0,654.0,157.0,-3080.8,4
11238.0,5950.5,22.0,765.0,103.0,-1924.1,4
171000.0,12888.0,62.0,7333.0,300.0,-6819.7,0
13971.0,6826.4,87.0,809.0,121.0,-2521.0,3
46046.0,12628.0,71.0,2062.0,273.0,-5891.4,4
145000.0,16561.0,180.0,5846.0,361.0,-7442.1,4
28884.0,8738.2,35.0,1626.0,180.0,-3425.8,5
4368.9,5189.8,20.0,343.0,85.0,-1490.9,4
39762.0,10725.0,134.0,2124.0,234.0,-4497.5,0
9786.9,7812.4,67.0,518.0,108.0,-1801.3,5
60255.0,13064.0,35.0,2754.0,246.0,-4971.8,3
46877.0,11901.0,24.0,2188.0,214.0,-5510.9,3
31914.0,11167.0,102.0,1639.0,229.0,-5151.7,0
15175.0,7601.5,70.0,970.0,133.0,-2714.9,3
218000.0,17267.0,257.0,8983.0,371.0,-6872.3,0
16468.0,8639.4,78.0,844.0,141.0,-2742.5,5
32317.0,10437.0,153.0,1633.0,191.0,-5759.5,0
29992.0,9776.2,31.0,1363.0,157.0,-828.73,5
25385.0,8845.3,34.0,1520.0,157.0,-3123.6,3
145000.0,14123.0,164.0,6057.0,308.0,-6046.5,4
5240.0,6742.5,69.0,346.0,106.0,-2438.6,0
11936.0,8528.0,84.0,692.0,127.0,-2534.5,2
4737.4,8406.8,27.0,272.0,130.0,-2626.9,4
12049.0,6559.4,9.0,766.0,105.0,-1842.0,2
285000.0,23185.0,83.0,8869.0,540.0,-14699.0,3
4124.0,5776.8,127.0,317.0,88.0,-1535.1,2
98681.0,14745.0,54.0,4350.0,337.0,-11224.0,0
20146.0,9150.9,80.0,1161.0,162.0,-3495.4,2
24293.0,9820.8,33.0,1361.0,181.0,-3107.7,0
68.189,2591.4,97.0,6.0,34.0,-479.63,2
61794.0,13247.0,32.0,2754.0,248.0,-5691.3,3
4265.7,5071.5,19.0,293.0,89.0,-914.79,2
21528.0,9667.8,95.0,1160.0,172.0,-3697.6,0
164000.0,15286.0,65.0,6404.0,330.0,-7322.6,0
181000.0,23517.0,66.0,4724.0,385.0,-8840.5,0
9267.6,8805.9,278.0,430.0,153.0,-1798.2,0
27116.0,11368.0,39.0,1111.0,165.0,-644.85,3
24902.0,8549.2,30.0,1520.0,157.0,-3249.3,3
6411.2,5726.7,65.0,459.0,92.0,-1983.0,0
22985.0,9492.7,31.0,1313.0,177.0,-3786.0,5
90465.0,13365.0,45.0,3886.0,253.0,-4010.5,3
29646.0,8059.9,43.0,1627.0,179.0,-3969.9,0
7644.1,6597.1,68.0,456.0,105.0,-1648.3,3
38961.0,10420.0,28.0,2117.0,192.0,-4119.3,4
24133.0,9373.0,27.0,1252.0,155.0,-2835.6,5
160000.0,18513.0,84.0,6291.0,387.0,-10199.0,3
75671.0,15959.0,78.0,3137.0,335.0,-8382.6,0
2843.8,5040.2,42.0,224.0,66.0,-1216.6,5
38618.0,8884.7,51.0,2054.0,180.0,-3849.6,5
13832.0,8172.8,19.0,889.0,152.0,-2559.4,0
13691.0,7163.4,41.0,803.0,95.0,-1403.5,4
49027.0,13255.0,46.0,2058.0,223.0,-2729.6,3
11946.0,8466.6,69.0,620.0,137.0,-2728.4,3
5811.1,6542.2,10.0,368.0,88.0,-2686.3,0
3331.6,5437.6,38.0,248.0,71.0,-1083.9,4
34410.0,9819.6,129.0,1692.0,209.0,-4516.8,4
68962.0,11416.0,124.0,3372.0,246.0,-4718.7,1
63953.0,17507.0,68.0,2755.0,291.0,-6749.8,0
60641.0,12130.0,31.0,2755.0,247.0,-6008.6,3
218000.0,18202.0,64.0,8340.0,400.0,-10079.0,0
4289.2,5378.3,10.0,318.0,78.0,-533.07,2
191000.0,19220.0,73.0,5750.0,417.0,-10631.0,0
152000.0,18667.0,258.0,5753.0,465.0,-12146.0,0
49986.0,14137.0,118.0,2065.0,255.0,-7185.7,0
3000.7,4837.3,43.0,223.0,67.0,-1215.9,3
23052.0,9595.6,15.0,1110.0,165.0,-1022.1,3
92062.0,13751.0,63.0,3884.0,255.0,-4799.3,3
505000.0,19554.0,50.0,18061.0,447.0,-10839.0,0
26728.0,9831.8,16.0,1115.0,157.0,-1703.6,0
12096.0,8733.1,87.0,619.0,135.0,-2656.3,3
150000.0,15422.0,196.0,5643.0,369.0,-8132.7,0
2156.6,4083.9,20.0,165.0,54.0,-957.75,2
16711.0,8735.7,74.0,843.0,141.0,-2771.7,4
4290.6,5853.9,23.0,340.0,72.0,-1154.8,5
2201.4,4070.5,20.0,165.0,53.0,-999.89,3
35072.0,10264.0,108.0,1691.0,207.0,-4414.5,5
5322.8,6337.9,7.0,291.0,78.0,-2369.9,1
9440.9,7737.9,100.0,491.0,129.0,-2937.0,2
34794.0,10241.0,151.0,1637.0,205.0,-4704.4,0
26082.0,9024.6,29.0,1365.0,156.0,-2810.2,3
26965.0,9365.5,99.0,1402.0,157.0,-2919.7,4
52507.0,13966.0,53.0,2335.0,289.0,-5991.0,4
9945.9,7209.2,24.0,617.0,131.0,-2672.3,0
51963.0,13239.0,128.0,2467.0,273.0,-6368.3,0
7040.7,7851.7,37.0,427.0,109.0,-2014.3,5
7585.4,5672.3,73.0,457.0,103.0,-1875.3,2
26535.0,9467.6,46.0,1361.0,180.0,-3279.4,0
10535.0,5886.3,38.0,653.0,114.0,-1654.4,0
74830.0,12399.0,30.0,3631.0,248.0,-3980.5,3
4268.3,5798.3,123.0,319.0,88.0,-1553.0,2
9419.9,8342.4,85.0,489.0,130.0,-2787.9,4
11314.0,8100.5,29.0,732.0,165.0,-2924.4,0
7517.0,5446.5,75.0,458.0,104.0,-1975.1,2
95962.0,15206.0,184.0,4074.0,367.0,-9007.1,0
116000.0,15520.0,46.0,4425.0,271.0,-5349.1,3
50417.0,12425.0,29.0,2463.0,235.0,-2920.9,2
53151.0,12139.0,21.0,2327.0,214.0,-5291.7,0
85759.0,10629.0,24.0,3451.0,220.0,-1759.1,3
114000.0,11538.0,48.0,4906.0,236.0,-3381.3,3
104000.0,14874.0,46.0,4250.0,290.0,-7307.9,0
31377.0,11678.0,38.0,1414.0,165.0,-1830.2,4
79584.0,14769.0,66.0,3466.0,320.0,-6999.7,5
10832.0,6803.6,100.0,726.0,117.0,-2813.7,0
2162.0,3778.9,19.0,165.0,55.0,-1136.3,2
9865.8,5664.0,44.0,651.0,99.0,-1859.1,5
11873.0,6408.0,8.0,764.0,104.0,-1804.6,2
11971.0,7936.7,71.0,694.0,129.0,-2504.4,4
11041.0,5892.1,26.0,763.0,101.0,-1897.1,4
5656.8,7050.4,16.0,291.0,79.0,-2060.8,2
30183.0,9346.5,119.0,1747.0,171.0,-3425.5,5
38044.0,10799.0,99.0,1751.0,205.0,-3925.0,3
34550.0,9715.6,86.0,1922.0,177.0,-3464.9,4
472000.0,25343.0,54.0,15505.0,484.0,-11401.0,3
13395.0,8491.0,37.0,806.0,133.0,-2427.7,5
39331.0,11334.0,38.0,1415.0,167.0,-2461.0,4
74748.0,11765.0,30.0,3630.0,248.0,-4980.1,2
14015.0,8547.8,18.0,728.0,148.0,-2858.9,5
11235.0,8266.9,23.0,588.0,136.0,-2207.6,0
60699.0,14060.0,27.0,2753.0,248.0,-5321.4,3
60774.0,13268.0,26.0,2753.0,248.0,-4571.6,3
56340.0,12402.0,48.0,2193.0,223.0,-4599.6,3
350000.0,23922.0,69.0,11735.0,507.0,-11556.0,0
5309.4,6902.2,73.0,346.0,108.0,-2304.1,5
81199.0,11215.0,139.0,3970.0,252.0,-7185.1,0
10073.0,6568.6,257.0,586.0,108.0,-2981.8,0
4368.7,5281.6,16.0,291.0,89.0,-1529.5,2
9822.9,7665.8,16.0,620.0,123.0,-2395.8,4
10290.0,10018.0,35.0,586.0,153.0,-2069.7,2
3619.3,4508.6,7.0,268.0,64.0,-1604.4,0
31445.0,9374.8,12.0,1745.0,179.0,-5168.3,0
40399.0,10429.0,69.0,2180.0,160.0,-2573.9,5
34151.0,10636.0,65.0,1692.0,184.0,-5527.6,0
73216.0,12372.0,30.0,3631.0,250.0,-4917.9,2
17568.0,6337.4,9.0,1106.0,115.0,-2918.9,0
181000.0,21199.0,102.0,5537.0,450.0,-10001.0,2
88316.0,11787.0,53.0,3624.0,263.0,-6956.6,0
157000.0,15645.0,72.0,6068.0,360.0,-8324.3,0
91700.0,12123.0,62.0,3884.0,253.0,-4608.0,4
2162.0,3950.4,29.0,166.0,53.0,-988.37,2
43198.0,10100.0,46.0,2317.0,189.0,-4532.4,0
4126.1,5748.9,125.0,317.0,87.0,-1577.3,2
28739.0,9166.9,31.0,1626.0,178.0,-3461.0,4
9413.0,6363.0,35.0,585.0,100.0,-2355.2,0
49.733999999999995,2408.7,91.0,5.0,34.0,-567.68,4
74359.0,15245.0,27.0,2395.0,255.0,-6676.8,0
1888.2,4371.0,8.0,165.0,64.0,-996.08,3
116000.0,11944.0,53.0,4906.0,236.0,-4638.8,3
25705.0,9610.5,26.0,1415.0,175.0,-3446.0,4
22740.0,8253.8,24.0,1207.0,139.0,-1808.4,0
22129.0,8208.0,81.0,1157.0,145.0,-2943.7,5
4700.3,7650.4,30.0,271.0,130.0,-2750.6,5
6541.7,6753.3,12.0,395.0,118.0,-2099.1,5
16844.0,10442.0,18.0,732.0,159.0,-5198.0,0
52252.0,14193.0,34.0,2464.0,235.0,-3031.1,3
119000.0,15624.0,52.0,4425.0,272.0,-5480.6,2
4718.9,8151.6,29.0,272.0,130.0,-2726.3,5
274000.0,19904.0,263.0,10533.0,460.0,-9938.8,0
4533.1,5698.4,19.0,339.0,71.0,-1172.6,3
134000.0,14399.0,52.0,5841.0,290.0,-5512.0,0
476000.0,25252.0,67.0,15504.0,483.0,-11701.0,4
2145.9,3754.6,13.0,160.0,42.0,-551.4,5
28081.0,8736.2,28.0,1415.0,167.0,-2629.0,4
401000.0,22596.0,341.0,12663.0,535.0,-13507.0,0
40505.0,11435.0,90.0,1754.0,189.0,-5948.6,0
3237.7,5016.3,27.0,250.0,70.0,-1148.2,4
80852.0,15668.0,54.0,2059.0,222.0,-3219.0,3
26631.0,8708.3,26.0,1365.0,156.0,-2359.3,3
45736.0,11573.0,44.0,2059.0,223.0,-1779.8,3
262000.0,17572.0,54.0,9529.0,381.0,-10117.0,0
28895.0,9495.9,30.0,1524.0,180.0,-4078.3,0
96281.0,14588.0,49.0,4249.0,294.0,-5733.2,3
53514.0,13641.0,38.0,2187.0,215.0,-5201.1,3
24938.0,9035.9,16.0,1313.0,178.0,-4257.1,0
3051.8,4375.8,42.0,248.0,72.0,-1384.1,0
10409.0,7079.7,19.0,517.0,123.0,-2049.7,0
29210.0,8892.7,36.0,1627.0,179.0,-3408.5,5
19716.0,9603.4,28.0,1068.0,187.0,-4447.4,0
4220.1,5140.8,19.0,291.0,89.0,-1151.0,1
11107.0,5759.6,40.0,764.0,104.0,-1866.1,5
13316.0,6686.8,17.0,804.0,95.0,-1572.7,2
9506.7,7918.3,102.0,491.0,131.0,-3016.3,2
26813.0,9882.3,29.0,1415.0,175.0,-3324.5,4
71437.0,11983.0,45.0,3374.0,248.0,-4457.7,2
16613.0,8694.8,85.0,845.0,143.0,-2778.7,3
113000.0,17448.0,107.0,4638.0,440.0,-12061.0,0
77157.0,10529.0,32.0,2250.0,159.0,-4187.8,0
79471.0,12781.0,47.0,3538.0,272.0,-6091.1,4
75062.0,12345.0,21.0,3630.0,250.0,-5400.3,3
36769.0,12904.0,24.0,1582.0,233.0,-2320.7,2
9256.8,8220.7,19.0,554.0,139.0,-2900.8,2
237000.0,18096.0,192.0,7709.0,382.0,-9180.6,0
4367.5,5659.3,22.0,293.0,88.0,-807.47,2
28253.0,10264.0,27.0,1520.0,193.0,-2410.2,4
79040.0,12790.0,53.0,3538.0,271.0,-4920.5,3
41885.0,9782.6,27.0,1993.0,214.0,-4571.8,0
14013.0,7318.2,87.0,810.0,121.0,-2389.9,3
244000.0,22012.0,85.0,8350.0,537.0,-11001.0,3
38169.0,9819.4,43.0,2055.0,181.0,-3677.8,5
4246.5,5729.9,126.0,317.0,88.0,-1549.0,2
108000.0,14506.0,50.0,4620.0,322.0,-6670.9,4
49354.0,11824.0,19.0,2676.0,216.0,-4730.5,4
52004.0,9753.3,40.0,2600.0,189.0,-2637.8,3
515000.0,22259.0,143.0,18067.0,539.0,-11613.0,4
4067.2,6838.5,29.0,268.0,90.0,-1561.7,0
38299.0,9702.6,45.0,2053.0,181.0,-3839.1,4
19004.0,9092.9,21.0,1019.0,163.0,-3379.8,0
304000.0,25002.0,104.0,8351.0,537.0,-8988.7,3
31325.0,9604.9,73.0,1922.0,175.0,-3471.6,3
4675.5,8518.3,27.0,270.0,131.0,-2554.7,5
9766.8,8266.0,20.0,555.0,139.0,-2824.4,4
1933.7,4157.6,4.0,167.0,63.0,-1085.9,3
29022.0,10523.0,31.0,1418.0,207.0,-3790.4,0
90323.0,12907.0,51.0,3719.0,276.0,-6767.5,0
90420.0,13733.0,50.0,3617.0,251.0,-5367.9,0
163000.0,18680.0,94.0,6289.0,388.0,-11099.0,3
26438.0,9646.2,55.0,1410.0,152.0,-3808.7,0
2754.8,4929.1,50.0,224.0,68.0,-1261.4,2
47129.0,9633.4,112.0,2392.0,207.0,-2702.8,0
52236.0,9559.2,39.0,2600.0,188.0,-2199.5,3
75836.0,12813.0,78.0,3294.0,256.0,-4582.1,0
493000.0,26501.0,113.0,14493.0,662.0,-16684.0,0
143000.0,15924.0,51.0,5746.0,361.0,-9267.2,0
163000.0,16801.0,86.0,6744.0,351.0,-7493.2,2
98476.0,16899.0,65.0,2604.0,298.0,-6290.6,0
3148.2,4521.2,36.0,249.0,72.0,-1211.9,4
255000.0,18401.0,90.0,9686.0,475.0,-9731.8,0
161000.0,15462.0,60.0,6187.0,353.0,-8745.3,0
36477.0,8175.3,15.0,1926.0,145.0,-2659.9,0
76048.0,11100.0,47.0,3707.0,245.0,-7498.2,0
542000.0,25380.0,119.0,15868.0,558.0,-13546.0,0
57.806999999999995,2929.3,91.0,5.0,34.0,-177.86,4
89638.0,14492.0,76.0,3796.0,280.0,-6243.0,0
27256.0,10913.0,51.0,1470.0,215.0,-4251.2,3
11239.0,6047.8,26.0,763.0,103.0,-1887.3,4
4344.6,5134.4,15.0,340.0,71.0,-1300.0,5
67591.0,12645.0,60.0,1584.0,208.0,-4838.1,0
45341.0,11310.0,31.0,2188.0,216.0,-4708.9,4
516000.0,22570.0,114.0,18067.0,539.0,-10922.0,4
3953.2,4899.3,19.0,292.0,87.0,-1590.6,3
10314.0,6510.8,15.0,689.0,110.0,-3270.9,3
153000.0,18898.0,81.0,5538.0,448.0,-9480.2,2
9276.6,7326.0,21.0,553.0,139.0,-3213.0,2
12594.0,9712.7,85.0,618.0,135.0,-2580.2,4
85711.0,10520.0,28.0,3451.0,219.0,-3011.0,3
3926.1,6652.6,68.0,248.0,102.0,-2192.4,4
9619.6,8635.3,98.0,490.0,130.0,-2554.6,2
60648.0,10662.0,37.0,2673.0,216.0,-5207.6,0
29885.0,9259.9,119.0,1747.0,172.0,-3292.5,4
49956.0,13505.0,34.0,2463.0,234.0,-4000.4,3
60356.0,14493.0,64.0,2139.0,300.0,-6140.1,0
7349.1,6131.1,49.0,546.0,94.0,-1623.9,2
50626.0,13259.0,34.0,2463.0,234.0,-4090.1,3
76545.0,12052.0,50.0,3212.0,263.0,-5748.7,5
50809.0,11312.0,31.0,1752.0,194.0,-3788.1,0
84160.0,15539.0,55.0,3371.0,302.0,-6170.0,0
2175.8,4021.7,21.0,165.0,55.0,-1077.3,1
9174.2,7722.5,24.0,516.0,101.0,-900.51,4
32862.0,9012.8,87.0,1923.0,177.0,-3929.9,0
4660.1,8249.9,28.0,272.0,132.0,-2603.1,4
117000.0,15187.0,61.0,3381.0,259.0,-6820.4,0
2955.2,5120.8,46.0,224.0,66.0,-1117.1,5
85416.0,10537.0,22.0,3451.0,220.0,-2170.5,3
60595.0,14050.0,22.0,2187.0,214.0,-5129.7,3
68182.0,13500.0,56.0,2193.0,224.0,-2040.0,2
298000.0,19999.0,347.0,10686.0,525.0,-13329.0,0
9888.1,8944.7,99.0,489.0,131.0,-2544.6,3
24152.0,9990.3,68.0,1265.0,199.0,-5248.1,0
48080.0,12228.0,37.0,2256.0,249.0,-3344.7,0
10315.0,9956.6,37.0,588.0,155.0,-1119.2,3
174000.0,17682.0,65.0,6745.0,403.0,6300.5,3
33302.0,12209.0,122.0,1579.0,197.0,-3862.9,0
4046.7,4274.6,12.0,340.0,71.0,-1434.1,5
34584.0,10460.0,135.0,1691.0,209.0,-4411.7,4
25899.0,9972.3,19.0,1112.0,165.0,-773.32,3
93179.0,15505.0,52.0,3631.0,323.0,-7543.0,0
4141.8,5174.1,10.0,318.0,78.0,-1170.0,2
98134.0,12746.0,14.0,3450.0,220.0,-2490.2,3
4859.3,6612.2,66.0,247.0,92.0,-2022.4,0
50824.0,12112.0,28.0,2061.0,215.0,-4883.2,0
11213.0,5715.0,23.0,765.0,101.0,-1913.9,4
13857.0,8873.6,22.0,730.0,149.0,-2936.8,4
43307.0,10202.0,32.0,2060.0,199.0,-4973.2,0
1444.1,3865.2,37.0,134.0,53.0,-978.7,2
50140.0,11143.0,25.0,2678.0,215.0,-5099.5,2
5640.1,6060.8,18.0,371.0,99.0,-2248.3,0
30322.0,8541.0,33.0,1512.0,133.0,-2051.0,4
116000.0,16401.0,54.0,4427.0,272.0,-4670.7,2
301000.0,19924.0,81.0,10101.0,446.0,-8461.6,0
29198.0,8841.1,35.0,1627.0,179.0,-3404.9,5
176000.0,14982.0,80.0,7097.0,368.0,-9014.4,0
20104.0,8710.0,80.0,1162.0,164.0,-3321.1,5
51164.0,8615.6,23.0,2600.0,187.0,-4119.3,4
87582.0,11428.0,29.0,3450.0,221.0,-3320.2,4
4429.2,5522.2,16.0,293.0,89.0,-899.2,2
21769.0,8782.1,18.0,1112.0,166.0,-396.34,3
39184.0,9382.1,16.0,1884.0,196.0,-3368.0,3
34220.0,10106.0,79.0,1921.0,176.0,-3425.0,4
110000.0,16564.0,38.0,4620.0,323.0,-5099.1,4
59724.0,14943.0,141.0,2609.0,305.0,-6553.5,3
60863.0,13405.0,41.0,2754.0,246.0,1628.3,3
24630.0,8515.8,34.0,1520.0,156.0,-3131.5,4
120000.0,13551.0,125.0,5217.0,279.0,-8073.5,0
5256.4,6546.9,8.0,292.0,78.0,-1699.9,2
26982.0,9254.0,33.0,1413.0,166.0,-2770.1,5
9280.6,7458.7,25.0,555.0,138.0,-3111.5,3
16618.0,9022.1,-1.0,845.0,143.0,-1399.5,5
4331.4,5436.0,17.0,291.0,87.0,-1401.6,2
168000.0,22630.0,85.0,5959.0,355.0,-5380.5,0
143000.0,14385.0,158.0,6056.0,307.0,-6139.8,3
14696.0,7654.0,22.0,807.0,136.0,-2223.6,0
53006.0,9860.3,34.0,2599.0,187.0,-2919.1,5
76057.0,12708.0,49.0,3211.0,262.0,-5448.2,4
17200.0,9464.9,73.0,845.0,143.0,-2612.5,4
51111.0,12962.0,46.0,2396.0,285.0,-6605.4,0
281000.0,25437.0,83.0,8870.0,539.0,-11500.0,4
1990.7,4152.1,7.0,167.0,62.0,-1075.4,3
65899.0,11809.0,32.0,2977.0,231.0,-6551.0,0
2095.4,3735.0,23.0,164.0,55.0,-1047.9,2
33994.0,11204.0,36.0,1415.0,166.0,-1288.3,3
51954.0,13526.0,34.0,2465.0,235.0,-3650.2,3
405000.0,21992.0,61.0,14126.0,472.0,-7701.0,4
27718.0,10844.0,26.0,1521.0,195.0,-1510.8,4
33647.0,9907.4,88.0,1923.0,175.0,-3550.7,4
14995.0,10299.0,39.0,660.0,155.0,-2608.4,0
20521.0,8894.1,94.0,1162.0,163.0,-3473.1,4
140000.0,16917.0,69.0,5536.0,450.0,-12600.0,2
27555.0,9905.2,34.0,1521.0,195.0,-2902.0,4
27663.0,9454.8,102.0,1404.0,158.0,-2981.7,4
17876.0,8745.6,60.0,969.0,144.0,-4436.0,0
51201.0,9310.1,26.0,2600.0,188.0,-2960.5,3
5795.9,6018.4,17.0,396.0,92.0,-311.69,0
6959.0,5947.4,45.0,544.0,93.0,-1625.3,4
175000.0,16803.0,82.0,6747.0,403.0,-6738.8,3
26704.0,10414.0,32.0,1467.0,198.0,-3446.7,0
261000.0,24874.0,71.0,8871.0,540.0,-8682.0,3
165000.0,14801.0,196.0,6521.0,329.0,-8298.1,0
16870.0,8778.4,25.0,931.0,162.0,-2480.8,0
43248.0,10071.0,28.0,2251.0,219.0,-5476.8,0
28545.0,10123.0,28.0,1521.0,193.0,-2761.3,5
28338.0,9730.7,99.0,1403.0,158.0,-2836.5,4
11113.0,6157.4,22.0,763.0,103.0,-1873.3,4
415000.0,22688.0,59.0,14124.0,474.0,-7368.1,3
57005.0,11609.0,51.0,2677.0,252.0,-6768.0,0
146000.0,14501.0,156.0,6058.0,309.0,-6139.0,4
43723.0,13110.0,67.0,2059.0,223.0,132.18,3
24772.0,8825.9,38.0,1519.0,158.0,-2402.9,3
13202.0,6760.9,17.0,804.0,97.0,-1519.1,2
60348.0,15184.0,129.0,2609.0,305.0,-6340.4,3
153000.0,14686.0,94.0,6291.0,388.0,-7531.3,4
12235.0,8899.2,88.0,620.0,137.0,-2797.4,4
51956.0,13944.0,42.0,2334.0,287.0,-5898.7,5
7257.4,6039.7,48.0,544.0,93.0,-1583.0,4
414000.0,22533.0,61.0,14124.0,472.0,-8719.6,2
8682.6,6949.0,19.0,517.0,102.0,-2599.5,4
159000.0,16961.0,80.0,6295.0,401.0,-10177.0,0
38992.0,9437.6,21.0,1885.0,196.0,-1527.8,4
142000.0,16542.0,310.0,5429.0,387.0,-10711.0,0
74013.0,14450.0,38.0,3129.0,307.0,-6234.5,0
115000.0,12415.0,42.0,4905.0,235.0,-3120.2,3
269000.0,22883.0,87.0,8871.0,539.0,-14100.0,3
90810.0,13541.0,43.0,3885.0,254.0,-3400.7,4
4125.1,6977.1,47.0,293.0,113.0,-3331.7,0
22451.0,8742.4,82.0,1164.0,153.0,-3071.5,0
112000.0,16301.0,44.0,4619.0,322.0,-2300.5,3
2947.3,5080.7,43.0,225.0,67.0,-1183.7,3
233000.0,19742.0,51.0,7709.0,441.0,-9653.1,0
21043.0,8939.7,39.0,1019.0,150.0,-3562.8,0
36582.0,10019.0,42.0,1998.0,196.0,-4259.1,4
5200.2,6618.6,49.0,345.0,106.0,-2219.1,3
2173.9,4036.4,21.0,165.0,53.0,-911.23,4
112000.0,13657.0,55.0,4531.0,313.0,-7774.5,0
25599.0,9365.5,23.0,1415.0,174.0,-3398.3,4
1830.1,3667.4,7.0,165.0,64.0,-1253.6,0
78514.0,11085.0,27.0,3619.0,214.0,-5621.6,0
14197.0,7142.3,87.0,809.0,119.0,-2394.1,3
54.059,2444.1,96.0,6.0,32.0,-271.83,3
51176.0,8625.5,22.0,2599.0,188.0,-3881.3,3
50116.0,11667.0,23.0,2676.0,217.0,-3960.8,4
64.122,2490.3,96.0,6.0,33.0,-473.97,4
45003.0,9761.8,41.0,2189.0,214.0,-4991.2,4
98686.0,16432.0,34.0,3631.0,306.0,-6109.5,0
14046.0,6953.5,89.0,809.0,120.0,-2321.6,4
9174.4,7595.4,30.0,555.0,137.0,-2851.6,3
224000.0,19869.0,278.0,8220.0,465.0,-12727.0,0
94472.0,15560.0,196.0,3988.0,399.0,-11955.0,0
162000.0,14591.0,66.0,6627.0,363.0,-8437.6,0
28658.0,9442.1,36.0,1363.0,155.0,-3101.0,4
81817.0,15548.0,52.0,2058.0,224.0,-2871.7,3
14263.0,8283.2,20.0,805.0,138.0,-1954.6,0
94748.0,13719.0,47.0,4250.0,295.0,-5666.4,5
45916.0,9642.7,62.0,2255.0,230.0,-4685.6,0
38057.0,9589.4,44.0,2055.0,181.0,-3621.8,4
59151.0,12577.0,25.0,2676.0,217.0,-6179.0,4
5754.6,7180.7,15.0,291.0,79.0,-2201.6,2
2247.7,4095.3,20.0,166.0,55.0,-1125.2,1
14051.0,8618.9,99.0,733.0,171.0,-3110.0,0
12861.0,7134.1,14.0,808.0,133.0,-2385.0,0
76474.0,17239.0,47.0,3140.0,358.0,-9840.6,0
141000.0,14165.0,82.0,5843.0,315.0,-1411.6,4
52.43600000000001,2568.5,92.0,5.0,33.0,-375.0,4
2232.4,6145.2,13.0,184.0,81.0,-1417.6,4
83879.0,10749.0,24.0,3449.0,219.0,-2210.4,3
78461.0,13215.0,40.0,3461.0,282.0,-7164.6,0
26204.0,9502.8,120.0,1468.0,181.0,-3733.7,0
39272.0,9512.6,26.0,1885.0,196.0,-2719.1,3
53818.0,10648.0,31.0,2672.0,198.0,-5323.8,0
36358.0,11315.0,56.0,1815.0,255.0,-6391.3,0
22342.0,7780.4,30.0,1260.0,162.0,-3325.9,0
11177.0,8963.7,47.0,653.0,157.0,-3158.5,4
56571.0,10643.0,148.0,2673.0,236.0,-5541.7,0
15276.0,10785.0,33.0,732.0,189.0,-3002.1,0
37911.0,9830.6,49.0,2054.0,180.0,-3602.3,5
476000.0,25151.0,40.0,15506.0,484.0,-10599.0,2
51.975,2479.7,96.0,4.0,32.0,-351.12,2
35605.0,9007.6,18.0,1574.0,167.0,-3923.0,0
12130.0,8636.0,93.0,620.0,137.0,-2739.7,3
